product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00719,Goiaba — Ogawa — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Ogawa,,Goiaba — Ogawa,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,600
PROD-BR-00720,Goiaba — Ogawa — Fresh Produce,Fresh / Raw,,Fresh Produce,Fresh market,Goiaba — Ogawa,,Goiaba — Ogawa,,Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,601
PROD-BR-00721,Goiaba — Ogawa — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,General,Goiaba — Ogawa,,Goiaba — Ogawa,,General,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,602
PROD-BR-00722,Goiaba — Ogawa — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba — Ogawa,,Goiaba — Ogawa,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,603
PROD-BR-00723,Goiaba — Ogawa — Jam / Preserve,Pantry,,Jam / Preserve,General,Goiaba — Ogawa,,Goiaba — Ogawa,,General,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,604
PROD-BR-00724,Goiaba — Ogawa — Juice / Nectar,Beverage,,Juice / Nectar,Beverage,Goiaba — Ogawa,,Goiaba — Ogawa,,Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,605
PROD-BR-00727,Goiaba — Paluma — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Paluma,,Goiaba — Paluma,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,606
PROD-BR-00728,Goiaba — Paluma — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Paluma,,Goiaba — Paluma,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,607
PROD-BR-00729,Goiaba — Paluma — Fresh Produce,Fresh / Raw,,Fresh Produce,Premium; Fresh market,Goiaba — Paluma,,Goiaba — Paluma,,Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,608
PROD-BR-00730,Goiaba — Paluma — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Premium,Goiaba — Paluma,,Goiaba — Paluma,,Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,609
PROD-BR-00731,Goiaba — Paluma — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba — Paluma,,Goiaba — Paluma,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,610
PROD-BR-00732,Goiaba — Paluma — Jam / Preserve,Pantry,,Jam / Preserve,Premium,Goiaba — Paluma,,Goiaba — Paluma,,Premium,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,611
PROD-BR-00733,Goiaba — Paluma — Juice / Nectar,Beverage,,Juice / Nectar,Premium; Beverage,Goiaba — Paluma,,Goiaba — Paluma,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,Products,612
PROD-BR-00736,Goiaba — Pedro Sato — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,613
PROD-BR-00737,Goiaba — Pedro Sato — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,614
PROD-BR-00738,Goiaba — Pedro Sato — Fresh Produce,Fresh / Raw,,Fresh Produce,Premium; Fresh market,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,615
PROD-BR-00739,Goiaba — Pedro Sato — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Premium,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,616
PROD-BR-00740,Goiaba — Pedro Sato — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,617
PROD-BR-00741,Goiaba — Pedro Sato — Jam / Preserve,Pantry,,Jam / Preserve,Premium,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,618
PROD-BR-00742,Goiaba — Pedro Sato — Juice / Nectar,Beverage,,Juice / Nectar,Premium; Beverage,Goiaba — Pedro Sato,,Goiaba — Pedro Sato,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Large pink-fleshed guava cultivar widely planted in Brazil.,Products,619
PROD-BR-00745,Goiaba — Rica — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Rica,,Goiaba — Rica,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,620
PROD-BR-00746,Goiaba — Rica — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Rica,,Goiaba — Rica,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,621
PROD-BR-00747,Goiaba — Rica — Fresh Produce,Fresh / Raw,,Fresh Produce,Premium; Fresh market,Goiaba — Rica,,Goiaba — Rica,,Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,622
PROD-BR-00748,Goiaba — Rica — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Premium,Goiaba — Rica,,Goiaba — Rica,,Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,623
PROD-BR-00749,Goiaba — Rica — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba — Rica,,Goiaba — Rica,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,624
PROD-BR-00750,Goiaba — Rica — Jam / Preserve,Pantry,,Jam / Preserve,Premium,Goiaba — Rica,,Goiaba — Rica,,Premium,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,625
PROD-BR-00751,Goiaba — Rica — Juice / Nectar,Beverage,,Juice / Nectar,Premium; Beverage,Goiaba — Rica,,Goiaba — Rica,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazilian guava cultivar for industry and fresh market.,Products,626
PROD-BR-00754,Goiaba — Sassaoka — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Sassaoka,,Goiaba — Sassaoka,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Table guava cultivar with large fruits.,Products,627
PROD-BR-00755,Goiaba — Sassaoka — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Sassaoka,,Goiaba — Sassaoka,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Table guava cultivar with large fruits.,Products,628
PROD-BR-00756,Goiaba — Sassaoka — Fresh Produce,Fresh / Raw,,Fresh Produce,Fresh market,Goiaba — Sassaoka,,Goiaba — Sassaoka,,Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Table guava cultivar with large fruits.,Products,629
PROD-BR-00757,Goiaba — Sassaoka — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,General,Goiaba — Sassaoka,,Goiaba — Sassaoka,,General,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Table guava cultivar with large fruits.,Products,630
