root_profile_id,botanical_entry_id,root_form,root_depth_class,root_spread_class,root_aggression,root_depth_min_m,root_depth_max_m,root_architecture_type,root_depth_category,excavation_sensitivity,root_competition_intensity,container_root_behavior,waterlogging_tolerance,notes,source_table,source_row
ROOT-BOT-BR-0520,BOT-BR-0520,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,18853
ROOT-BOT-BR-0521,BOT-BR-0521,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,83450
ROOT-BOT-BR-0522,BOT-BR-0522,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,100980
ROOT-BOT-BR-0523,BOT-BR-0523,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,83464
ROOT-BOT-BR-0524,BOT-BR-0524,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,23093
ROOT-BOT-BR-0525,BOT-BR-0525,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,104135
ROOT-BOT-BR-0526,BOT-BR-0526,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,10920
ROOT-BOT-BR-0527,BOT-BR-0527,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,10073
ROOT-BOT-BR-0528,BOT-BR-0528,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17098
ROOT-BOT-BR-0529,BOT-BR-0529,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,281918
ROOT-BOT-BR-0530,BOT-BR-0530,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,15633
ROOT-BOT-BR-0531,BOT-BR-0531,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,125845
ROOT-BOT-BR-0532,BOT-BR-0532,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,125843
ROOT-BOT-BR-0533,BOT-BR-0533,woody_branching,medium_to_deep,wide,medium,0.5,1.5,woody_branching,medium_to_deep,,medium_high,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,4393
ROOT-BOT-BR-0534,BOT-BR-0534,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,8427
ROOT-BOT-BR-0535,BOT-BR-0535,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,104773
ROOT-BOT-BR-0536,BOT-BR-0536,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,290452
ROOT-BOT-BR-0537,BOT-BR-0537,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,88067
ROOT-BOT-BR-0538,BOT-BR-0538,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1609
ROOT-BOT-BR-0539,BOT-BR-0539,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,105766
ROOT-BOT-BR-0540,BOT-BR-0540,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,8482
ROOT-BOT-BR-0541,BOT-BR-0541,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1613
ROOT-BOT-BR-0542,BOT-BR-0542,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1614
ROOT-BOT-BR-0543,BOT-BR-0543,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,31716
ROOT-BOT-BR-0544,BOT-BR-0544,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,32110
ROOT-BOT-BR-0545,BOT-BR-0545,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,12469
ROOT-BOT-BR-0546,BOT-BR-0546,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,12483
ROOT-BOT-BR-0547,BOT-BR-0547,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,32121
